username	datapoints_t	change	innov_start	innov_end	datapoints_i	datapoints_e
Knifeingutsout	4	0	0	0	2	2
Ajajaj	4	0	0	0	2	2
beyond	4	0	0	0	3	1
knallhatten	4	0	0	0	2	2
Konsensus	4	0	0	0	3	1
Bleep	4	0	0	0	2	2
AmandaPanda	4	0	0	0	1	3
Dainea	4	0	0	0	2	2
Hans Castorp	4	0	0	0	2	2
fröken sverige	4	0	0	0	2	2
Makehaste	4	0	0	0	2	2
Mortifer666	4	0	0	0	2	2
I-S	4	0	0	0	2	2
Garf	4	0	0	0	2	2
Jomazi	4	0	0	0	2	2
Mysonoxen	4	0	0	0	2	2
Snuttegrisarna	4	0	1	1	1	3
calle64	4	0	0	0	1	3
kajakhyvlarn	4	0	0	0	2	2
DreanieBluumbach	4	0	1	1	2	2
Disc0rd	4	0	0	0	2	2
blackjackk	4	0	0	0	2	2
Osthus	4	0	1	1	1	3
jenny747	4	0	0	0	1	3
TigerKid	4	0	1	1	1	3
Noola	4	0	1	1	1	3
Jonipoon	4	0	1	1	1	3
Manzanito	4	0	1	1	1	3
Neltet	4	0	0.5	0.5	1	3
Ak-341	4	0	1	1	2	2
TopC4T	4	0	1	1	2	2
DogDylan4.0	4	0	1	1	2	2
flagella	4	0	0	0	1	3
paleale	4	0	0	0	2	2
Ignatius I	4	0	0	0	2	2
evolute	4	0	0	0	1	3
Carpe Diem	4	0	0	0	1	3
Caparzo	4	0	0	0	1	3
Kattafanken	4	0	0	0	1	3
mentos-fruit	4	0	0	0	1	3
DisposableGarbage4	4	0	0	0	1	3
Jeremy.Clarkson	4	0	0	0	2	2
Ollenblau	4	0	0	0	2	2
Aisopos	4	0	0	0	1	3
youngsoulrebels	4	0	0	0	1	3
RockInRhino	4	0	0	0	1	3
Holisistic	4	0	0	0	1	3
Basura	4	0	0	0	2	2
deluded	4	0	0	0	1	3
Czaren	4	0	1	1	3	1
KDP1919	4	0	0.3636363636	0.3636363636	1	3
hurvardetnu	4	0	0	0	1	3
zizacon	4	0	0	0	2	2
brak-teater	4	0	1	1	2	2
H.J.S	4	0	0	0	1	3
Adversarius	4	0	0	0	2	2
kolvas	4	0	0	0	2	2
Majasoda	4	0	0	0	1	3
at3ist	4	0	1	1	1	3
Juleskum	4	0	1	1	2	2
Oldberry	4	0	1	1	2	2
f-boy	4	0	0	0	1	3
Phantom042	4	0	0	0	1	3
Pucco88	4	0	0	0	2	2
Välvillig	4	0	0	0	1	3
sampanl	4	0	1	1	1	3
Coden	4	0	1	1	2	2
Valsu	4	0	1	1	1	3
Salgoud	4	0	1	1	1	3
LinusSarud	4	0	1	1	1	3
Faceback	4	0	1	1	1	3
colibri	4	0	1	1	1	3
shrimpflavor	4	0	1	1	1	3
lirareflashback	4	0	1	1	1	3
SvartChili	4	0	1	1	1	3
crillecrille	4	0	0.75	0.75	1	3
Sebus	4	0	1	1	1	3
mangobaer	4	0	1	1	1	3
Picamagpie	4	0	0.8	0.8	1	3
ant'	4	0	1	1	1	3
Ferry31	4	0	1	1	1	3
Signaturum	4	0	1	1	1	3
Elac	4	0	1	1	1	3
Askenar	4	0	1	1	1	3
64an	4	0	1	1	1	3
JedemDerSeine	4	0	0	0	1	3
dödskniven	4	0	1	1	1	3
plofs	4	0	1	1	1	3
Dreamstate	4	0	1	1	1	3
Arboga-Conny	4	0	1	1	1	3
PrettySneaky	4	0	1	1	1	3
MindreModigMan	4	0	1	1	1	3
pickpockis	4	0	1	1	1	3
FE-ANALYS	4	0	1	1	1	3
Tiddlywank	4	0	1	1	1	3
Zeunert	4	0	0	0	1	3
Stefansson1	4	0	0	0	1	3
Cohiba	4	0	0	0	1	3
Weejay	4	0	0	0	1	3
sebastian_	4	0	1	1	1	3
Pörr	4	0	0	0	1	3
Scriptor	4	0	1	1	1	3
Geblod	4	0	1	1	1	3
drfreudstein	4	0	0	0	1	3
Wheretheslimelive	4	0	1	1	1	3
FriedrichvonHayek	4	0	1	1	1	3
Akademica	4	0	1	1	1	3
HalvSvensken	4	0	0	0	1	3
b0gfetto	4	0	0	0	1	3
Diagoras	4	0	1	1	1	3
ulex	4	0	0	0	1	3
stillton	4	0	1	1	1	3
Aimbert	4	0	1	1	1	3
UltraMind	4	0	0	0	1	3
helsvensken	4	0	1	1	2	2
Ruger89	4	0	1	1	2	2
Konservburk	4	0	0	0	1	3
Woodsmoke	4	0	1	1	1	3
frasselito	4	0	1	1	1	3
threefifty	4	0	1	1	1	3
vanart	4	0	1	1	2	2
Somaton	4	0	1	1	1	3
blue_no1	4	0	1	1	1	3
Hexenhammer	4	0	1	1	1	3
paras0nic	4	0	1	1	1	3
NiveaBodylotion	4	0	1	1	1	3
Socialdarwinist	4	0	1	1	1	3
TrickieDickie	4	0	1	1	1	3
Realism2000	4	0	1	1	1	3
tjockballe	4	0	1	1	1	3
Hogdal	4	0	1	1	1	3
kexchoklad123	4	0	1	1	2	2
SmokeyNegroni	4	0	1	1	1	3
Moosky	4	0	1	1	1	3
Traden	4	0	1	1	1	3
Jahvet	4	0	1	1	1	3
Smirmat	4	0	1	1	1	3
MrsVanity1	4	0	1	1	1	3
VanDenBerg	4	0	1	1	1	3
Oh-be-wan	4	0	1	1	1	3
Imaloser	4	0	1	1	2	2
Studioworks	4	0	1	1	1	3
ElIzzard	4	0	1	1	1	3
stoltsvenskfitta	4	0	1	1	2	2
PsychoChiller	4	0	1	1	1	3
Lajku	4	0	1	1	2	2
svampdamp	4	0	1	1	1	3
2laatu	4	0	1	1	1	3
Sälklubbarn	4	0	0.6666666667	0.6666666667	1	3
Rupert_Giles	4	0	0	0	1	3
psrab	4	0	0	0	1	3
FuckmeJesus	4	0	0	0	1	3
bruschen	4	0	0	0	1	3
Barbara Ann	4	0	0	0	1	3
Sigma:R	4	0	0	0	1	3
Brajia	4	0	0	0	1	3
Ichwill	4	0	1	1	1	3
Eastwing	4	0	1	1	1	3
Petitoo	4	0	1	1	1	3
troy_mclure	4	0	1	1	1	3
Död o återfödd	4	0	1	1	1	3
Krakem	4	0	1	1	1	3
Greenspam	4	0	0	0	1	3
OriginalBiceps	4	0	1	1	1	3
ceciliastenbock	4	0	1	1	1	3
fantomsmurfen	4	0	1	1	1	3
prominenten	4	0	1	1	1	3
KlappMungon	4	0	1	1	1	3
Duerf	4	0	1	1	1	3
otello	4	0	1	1	1	3
Gerrard89	4	0	1	1	1	3
prostetnic	4	0	1	1	1	3
DrKrispo	4	0	1	1	1	3
8978wxu642	4	0	0	0	1	3
Panzeradler	4	0	1	1	1	3
stolerik	4	0	1	1	1	3
Ghasten	4	0	1	1	1	3
Farbaute666	4	0	1	1	1	3
T34Panzer	4	0	1	1	1	3
SisterJones	4	0	1	1	1	3
Krocketklubba	4	0	1	1	1	3
Noseone	4	0	1	1	1	3
bouncingwiththat44	4	0	1	1	1	3
Odovacer	4	0	1	1	1	3
ba'loba	4	0	1	1	1	3
Gustav2adolf	4	0	1	1	1	3
massuppfittaren	4	0	1	1	1	3
strv122b	4	0	1	1	1	3
Nakkvarr	4	0	1	1	1	3
Morfar-52	3	1	1	0	2	1
Lofn	3	1	0	1	2	1
Miraquel	3	1	0	1	2	1
SagaVestenBoots	3	1	0	1	2	1
joppes	3	1	0	1	2	1
FJLG	3	1	0	1	2	1
Bdonk	3	1	0	1	2	1
SoCo	3	1	0	1	3	0
LisaEric79	3	1	0	1	2	1
vallevissen	3	1	1	0	2	1
Smerch	3	1	0	1	2	1
Pyramid	3	1	0	1	3	0
reptileking	3	1	0	1	2	1
Klimatflykting	3	1	0	1	3	0
Togaxmed	3	1	0	1	3	0
Kuhlmeyn	3	1	0	1	2	1
Andremask	3	1	0	1	2	1
Sonny-Sumo	3	1	0	1	3	0
gardasjon96	3	1	0	1	2	1
wilmerxy	3	1	0	1	2	1
amiramor	3	1	0	1	3	0
S.P.Q.R.	3	1	0	1	2	1
FWIW	3	1	0	1	2	1
Fek-ALi	3	1	0	1	2	1
BallsMan	3	1	1	0	2	1
laxsill	3	1	0	1	3	0
Medve	3	1	0	1	2	1
SvenskSaddam	3	1	0	1	3	0
Give-Em-All	3	1	0	1	2	1
Kukilon	3	1	0	1	2	1
19pints	3	1	0	1	2	1
kj66	3	1	1	0	2	1
georgechamoun	3	1	1	0	2	1
tältpinne	3	1	0.5	1	3	0
Birgitta61	3	1	0	1	3	0
Alexander857	3	1	1	1	3	0
LéKriss	3	1	0	1	2	1
CurryCurre	3	1	0	1	2	1
esloveslov	3	1	0	1	2	1
ShineCity	3	1	0	1	2	1
Streckkod	3	1	0	1	3	0
qrzd	3	1	0	1	2	1
Arnold15	3	1	0	1	2	1
-flame4fame-	3	1	0	1	2	1
roggeee	3	1	0	1	2	1
Cykel-Ingemar	3	1	0	1	2	1
schteker	3	1	0	1	2	1
Lerchos	3	1	0	1	2	1
-Felix_	3	1	0	1	2	1
darkjak	3	1	0	1	2	1
halvsvenne	3	1	0	1	2	1
Totte	3	1	0	1	2	1
Feadog	3	1	0	1	2	1
Democrat	3	1	0	1	2	1
Gyllenskalp	3	1	0	1	2	1
raskens	3	1	0	1	2	1
Bitmaster	3	1	0	1	2	1
kickikott	3	1	0	1	2	1
Smokey	3	1	0	1	2	1
AceKadabra	3	1	0	1	2	1
aparatjik	3	1	0	1	2	1
Libbero	3	1	0	1	2	1
cjva	3	1	0	1	2	1
zaraja	3	1	0	1	2	1
mortauxautres	3	1	0	1	2	1
FreddeBarbaren	3	1	0	1	2	1
Judeschwein	3	1	1	0	2	1
SnowInformer	3	1	0	1	2	1
Tretjak	3	1	0	1	2	1
Scaife	3	1	0	1	2	1
pocahontas vän	3	1	0	1	2	1
skipchip	3	1	1	0	2	1
J_Steinbeck	3	1	0	1	2	1
Logoped	3	1	0	1	2	1
Gustav-IV-Adolf	3	0.875	0	0.875	2	1
NyanCat	3	0.8	1	0.2	2	1
drulman	3	0.6666666667	0.3333333333	1	2	1
GringoBerra	3	0.6666666667	0.3333333333	1	2	1
dageby	3	0.6666666667	0	0.6666666667	2	1
Maltemannen	3	0.6666666667	0	0.6666666667	2	1
sylvia.borin	3	0.625	0.125	0.75	2	1
arkeofuturisten	3	0.6	1	0.4	2	1
Byzantinsk	3	0.5	0.5	1	2	1
Gantz92	3	0.5	0.5	1	2	1
xtrftw1337	3	0.5	0.5	1	2	1
Den.Onde.Geten	3	0.5	0.5	0	2	1
SD-Kalle	3	0.5	1	0.5	2	1
Toolman	3	0.5	0.5	1	2	1
bitch-sandwich	3	0.5	0.5	0	2	1
1891PoonStreet	3	0.5	0.5	0	2	1
backatyou	3	0.5	0	0.5	2	1
OscarDeLa	3	0.5	0	0.5	2	1
måns	3	0.5	0	0.5	2	1
Kjellkaramell	3	0.5	1	0.5	2	1
borgarbracka	3	0.5	1	0.5	2	1
Haziza	3	0.3333333333	1	0.6666666667	2	1
Flashback-profilen	3	0.3333333333	1	0.6666666667	2	1
ByByBiden	3	0.3333333333	1	0.6666666667	2	1
Rodriguez89	3	0.2698412698	0.2857142857	0.5555555556	2	1
1c9r5	3	0.25	0.75	1	2	1
Vimanas-in-the-sky	3	0.25	0.75	1	2	1
EarlTurner	3	0.2	1	1	3	0
Ludermassigneger	3	0.1688311688	0.2857142857	0.4545454545	2	1
hokori	3	0.1666666667	0	0.1666666667	2	1
Shackblaf	3	0.125	0.875	1	2	1
yesyesfredde	3	0.1052631579	0.8947368421	1	2	1
Da-Evil-Hitlah	3	0.0875	0.6875	0.6	2	1
Tightsund	3	0.08	0.92	1	2	1
IPAD-SWE	3	0.0555555556	0.8333333333	0.7777777778	2	1
Arbetsskygg	3	0	1	1	1	2
LarryLarry	3	0	1	1	1	2
BosseG	3	0	1	1	2	1
backwardation	3	0	1	1	2	1
Perversitet	3	0	1	1	1	2
bagge1	3	0	1	1	2	1
Sommarvikingen	3	0	1	1	2	1
BreakTheChains	3	0	1	1	2	1
TjejenMedLilaSkor	3	0	1	1	2	1
roofofglass	3	0	1	1	1	2
trevliggrabb	3	0	1	1	2	1
MeinKampf	3	0	1	1	1	2
Vaxad	3	0	1	1	2	1
Vargunge1	3	0	1	1	2	1
YeeNaaldloshii-	3	0	1	1	1	2
GrillMaster2000	3	0	1	1	1	2
Snopphanen	3	0	1	1	2	1
4637	3	0	1	1	1	2
Stratakasta	3	0	1	1	2	1
Daskmoert	3	0	0	0	1	2
VanDog	3	0	1	1	2	1
Bum1	3	0	1	1	1	2
JoakimBall	3	0	1	1	2	1
AnnaDea	3	0	1	1	1	2
goofer	3	0	1	1	2	1
sidsix	3	0	1	1	1	2
LisaLucky	3	0	0	0	1	2
varfor	3	0	0.75	0.75	1	2
mats_lindqvist	3	0	1	1	2	1
totallynotarobot	3	0	1	1	2	1
baltazr	3	0	1	1	2	1
Schmiss	3	0	1	1	2	1
Infinity1	3	0	1	1	2	1
Niklas-P	3	0	1	1	2	1
Skogswald	3	0	1	1	2	1
Vittvinochkokain	3	0	1	1	2	1
Lunatic	3	0	1	1	2	1
Raskaoverisen	3	0	1	1	1	2
Svart-Skalle	3	0	1	1	1	2
ostenosten	3	0	1	1	1	2
Mouchino	3	0	1	1	2	1
Blaisen	3	0	1	1	1	2
aina08	3	0	1	1	2	1
Scalping	3	0	1	1	1	2
CCkane	3	0	1	1	2	1
Enterprise	3	0	1	1	1	2
WahlstedtM	3	0	1	1	2	1
2PistolerIMinBil	3	0	1	1	2	1
fonzen	3	0	1	1	1	2
fiesp	3	0	1	1	1	2
Kranskalle	3	0	1	1	1	2
Allcopsarebastards	3	0	1	1	2	1
SlayerFan	3	0	1	1	2	1
angelfuck666	3	0	1	1	2	1
absolut koffe	3	0	1	1	1	2
blamage	3	0	1	1	2	1
grottmuttan	3	0	1	1	2	1
kubun	3	0	1	1	1	2
Maurelius	3	0	1	1	2	1
AnsvaravsnA	3	0	1	1	2	1
redrik.feinfeldt	3	0	1	1	1	2
Breakaway1	3	0	1	1	1	2
Qnazzibo65	3	0	1	1	2	1
Losdrivarexistens	3	0	1	1	1	2
Auswanderer	3	0	1	1	1	2
armatura	3	0	1	1	1	2
Sebago	3	0	0.3333333333	0.3333333333	1	2
Snartfinsk	3	0	1	1	2	1
Harr.	3	0	1	1	2	1
Dundersnubben	3	0	1	1	2	1
simonoftrent	3	0	1	1	3	0
-boyakka-	3	0	1	1	2	1
Svettiga-babbar	3	0	1	1	2	1
Hissen100	3	0	1	1	3	0
Comitium	3	0	1	1	2	1
Hundvisslaren	3	0	1	1	2	1
simba_rock	3	0	1	1	1	2
Jano	3	0	1	1	1	2
Sonafnorr	3	0	1	1	1	2
Phony	3	0	1	1	2	1
Spritnota	3	0	1	1	3	0
vackrahav100	3	0	1	1	1	2
T02	3	0	1	1	1	2
Trigglypuff	3	0	1	1	2	1
rokossovsky	3	0	0.3333333333	0.3333333333	1	2
Maya833	3	0	1	1	1	2
Realist50tal	3	0	1	1	2	1
gniknus2	3	0	1	1	2	1
Hejhejahejda	3	0	1	1	2	1
Intensivtklok	3	0	1	1	1	2
VVPutin	3	0	1	1	1	2
ArrigoSacchi	3	0	1	1	1	2
B. Mystic	3	0	1	1	2	1
K1ngen	3	0	1	1	2	1
Deckard-Cain	3	0	1	1	1	2
Newstyle	3	0	1	1	2	1
Africagonzo	3	0	1	1	2	1
Ztartrax	3	0	1	1	1	2
RepublikenTaiwan	3	0	1	1	1	2
AlabamaHotcakes	3	0	1	1	1	2
erskungligahoghet	3	0	1	1	2	1
hackneyhardcore	3	0	1	1	2	1
MrArtur	3	0	1	1	1	2
10Antivaxers	3	0	1	1	1	2
tomatlars	3	0	1	1	1	2
TemaSweg	3	0	1	1	2	1
Plastkork	3	0	1	1	1	2
BadPosture	3	0	1	1	1	2
gorbakiosk	3	0	1	1	2	1
therightway	3	0	0	0	2	1
Solitair	3	0	1	1	2	1
AndersPersson99	3	0	1	1	2	1
Silverfiskarna	3	0	1	1	1	2
Pankeborg	3	0	1	1	1	2
LFCYNWA	3	0	1	1	1	2
Flexarn10	3	0	1	1	1	2
Postatallen	3	0	1	1	2	1
RandomSvenskDude	3	0	1	1	1	2
Grollaren	3	0	1	1	2	1
shagmaster	3	0	1	1	1	2
SittFint	3	0	1	1	1	2
mymyself	3	0	1	1	1	2
Bryling	3	0	1	1	1	2
Magicstrip	3	0	1	1	2	1
living4free	3	0	1	1	2	1
ShowpaByn	3	0	1	1	1	2
Qlean	3	0	1	1	2	1
Ohshit.Cuntwell	3	0	1	1	1	2
HemskeSven	3	0	1	1	1	2
Plukke	3	0	1	1	1	2
Ohorsamhet	3	0	1	1	1	2
slutataxera	3	0	1	1	1	2
SvenPP	3	0	1	1	1	2
plainvanilla	3	0	1	1	2	1
AntiSthlm2022	3	0	1	1	1	2
videopac	3	0	1	1	2	1
Tjackad-Tullare	3	0	1	1	1	2
hbtq4life	3	0	1	1	1	2
Atlasboken	3	0	1	1	2	1
eScapeGoat	3	0	1	1	2	1
sverjevenn	3	0	1	1	1	2
Tokugawa	3	0	1	1	2	1
Mashedpotatoe	3	0	1	1	2	1
Skorpionkvinna	3	0	1	1	1	2
stortan	3	0	1	1	2	1
Rasputin420	3	0	1	1	1	2
AutusDidactus	3	0	1	1	1	2
TheCryptKeeper	3	0	1	1	1	2
Internetsnubbe	3	0	1	1	2	1
448	3	0	1	1	1	2
anarquisten	3	0	1	1	1	2
Fiddleback	3	0	1	1	3	0
lyxelitisten	3	0	1	1	1	2
magi	3	0	1	1	2	1
AlgotR	3	0	1	1	2	1
tkhasi	3	0	1	1	2	1
ImmortalDon	3	0	1	1	1	2
Muppety	3	0	1	1	2	1
Mimur	3	0	1	1	1	2
Touchdown	3	0	1	1	1	2
getbusy	3	0	1	1	1	2
IdunLo	3	0	1	1	2	1
DjungelJumbo	3	0	1	1	3	0
Korrupt.Sosse	3	0	1	1	2	1
E-Mac.	3	0	1	1	2	1
Lagerkommandant	3	0	1	1	2	1
BizarreReverend	3	0	1	1	1	2
Avlans	3	0	1	1	1	2
ZodiacX	3	0	1	1	2	1
Cat-mind-jedi	3	0	1	1	2	1
AskMeAboutJesus	3	0	1	1	1	2
ConnyKlasson	3	0	1	1	1	2
SlussenSTHLM	3	0	1	1	1	2
sanne	3	0	1	1	2	1
Flugpappa	3	0	1	1	1	2
lifedontlivehere	3	0	1	1	1	2
jesussuger	3	0	1	1	1	2
Bestick	3	0	1	1	1	2
one_size	3	0	1	1	1	2
in-i-din-mun	3	0	1	1	2	1
Brottinator	3	0	1	1	1	2
PUBG2018	3	0	1	1	1	2
gullfia	3	0	1	1	2	1
Mister	3	0	1	1	1	2
Xpander-	3	0	1	1	2	1
Etta.Place	3	0	1	1	2	1
Kroppskakoregott	3	0	1	1	2	1
Cyprez	3	0	1	1	1	2
lovedrug	3	0	1	1	3	0
Abcdefgordon	3	0	0.6666666667	0.6666666667	1	2
MartinDenStore78	3	0	0.75	0.75	1	2
estetik	3	0	1	1	2	1
Mongoglad	3	0	1	1	2	1
vemsfel	3	0	1	1	1	2
Hras	3	0	1	1	2	1
brunoDjungel	3	0	1	1	1	2
kermith	3	0	1	1	1	2
Placeholder	3	0	1	1	2	1
jonkebonke	3	0	1	1	2	1
Skriver	3	0	1	1	1	2
Surtruten	3	0	1	1	1	2
Pythia	3	0	1	1	1	2
Motvillig1.2	3	0	1	1	1	2
Cornelia92	3	0	1	1	2	1
itsen	3	0	1	1	1	2
Rodja	3	0	1	1	1	2
populopidus	3	0	1	1	2	1
AnalAnalfabeten	3	0	1	1	2	1
PatrickEkwall	3	0	1	1	1	2
Sven.Tveskaegg	3	0	1	1	1	2
Peyz	3	0	1	1	1	2
ggaassgasgas	3	0	1	1	2	1
SnyggaJim	3	0	1	1	2	1
mikael_svensson	3	0	1	1	2	1
Alertio	3	0	1	1	1	2
Leipreachan	3	0	1	1	1	2
AmiralSjostedt	3	0	1	1	2	1
Kadlaj	3	0	1	1	2	1
CJFleetwood	3	0	1	1	2	1
iAmLane	3	0	1	1	1	2
EricssonS700	3	0	1	1	2	1
Hdes	3	0	1	1	1	2
Infiltrerat-Forum	3	0	1	1	2	1
LordOfTheIdiots	3	0	1	1	1	2
Xfront	3	0	1	1	1	2
bomhull	3	0	1	1	1	2
JonasX	3	0	1	1	2	1
Antligenhemma2019	3	0	1	1	1	2
TigerKid2	3	0	1	1	1	2
stamfader	3	0	0.75	0.75	1	2
UrgleGru	3	0	1	1	1	2
sx-gh	3	0	1	1	2	1
neoluddist	3	0	1	1	2	1
Tashkent	3	0	1	1	1	2
Dipt	3	0	1	1	1	2
Tellusstar	3	0	1	1	1	2
tauceti	3	0	0	0	1	2
Cowboyhatten	3	0	1	1	1	2
boltzmann.hjerna	3	0	1	1	1	2
vatskebrist	3	0	1	1	2	1
Bahram	3	0	1	1	2	1
HarryScheinen	3	0	1	1	1	2
ceyifam2	3	0	1	1	1	2
DURN80	3	0	1	1	1	2
Roidbert	3	0	1	1	2	1
framtidaledare	3	0	1	1	1	2
Avalancheking	3	0	1	1	1	2
Ajemback	3	0	1	1	1	2
PastorBolognese	3	0	1	1	1	2
Harald.Guldhatt	3	0	1	1	1	2
KIXSA	3	0	1	1	1	2
BlowTheClaymores	3	0	1	1	1	2
Dynamo-Kuken	3	0	1	1	1	2
Sinnersten	3	0	1	1	2	1
Roctane	3	0	1	1	2	1
Kalamity	3	0	1	1	1	2
moulinacafe	3	0	1	1	2	1
TheHumanEvolution	3	0	1	1	1	2
Jarvsofaks	3	0	1	1	1	2
gilgamesheposet	3	0	1	1	1	2
Lostinflashback	3	0	1	1	2	1
skanskman	3	0	1	1	1	2
SupaStrat	3	0	1	1	1	2
AntiFlag	3	0	1	1	1	2
kakelgalten	3	0	1	1	2	1
ronken82	3	0	1	1	2	1
Jahbrah	3	0	1	1	1	2
DvaergensHaemnd	3	0	1	1	1	2
irrelevant	3	0	1	1	1	2
Temporary84	3	0	1	1	1	2
Gudochhansson	3	0	1	1	1	2
GladaKalle	3	0	1	1	1	2
MmGox	3	0	1	1	1	2
salsadansaren	3	0	1	1	1	2
Xpera	3	0	1	1	2	1
cucciola	3	0	1	1	1	2
Asensgammaldags	3	0	1	1	1	2
Toalettborsten	3	0	1	1	2	1
fruciante	3	0	1	1	1	2
DeadByDaylight	3	0	1	1	1	2
Otursmannen	3	0	1	1	2	1
MangoChutney	3	0	1	1	1	2
Dopamina	3	0	1	1	1	2
Aktiebubblan	3	0	1	1	1	2
stiftsadjunkten	3	0	1	1	1	2
Hitler.was.a.vegan	3	0	1	1	2	1
Sviskonboll	3	0	1	1	1	2
GROKNAK.Ankbonden	3	0	1	1	1	2
DinKamrat	3	0	1	1	2	1
JohnnyMnemonic	3	0	1	1	1	2
aw	3	0	1	1	1	2
CenturyVoltaire	3	0	1	1	1	2
Lallladin	3	0	1	1	1	2
SneakyBeaky	3	0	1	1	1	2
Urtimating	3	0	1	1	2	1
Badassmfoka	3	0	1	1	2	1
VillJalentine	3	0	1	1	1	2
Wheelgunner	3	0	1	1	1	2
anonym.hedonist	3	0	1	1	1	2
Muhamedsson	3	0	1	1	1	2
unthreatened	3	0	0	0	2	1
Perris	3	0	1	1	2	1
kkurrukk	3	0	1	1	1	2
Mr.Riddim	3	0	1	1	2	1
gottmospaheden	3	0	1	1	1	2
Penkaz	3	0	1	1	1	2
daym	3	0	1	1	1	2
Juristen	3	0	1	1	2	1
Moixa	3	0	0	0	1	2
RupertSheldrake	3	0	1	1	1	2
Nattlandet	3	0	1	1	1	2
U-Fig	3	0	1	1	1	2
LasseHansson	3	0	1	1	2	1
melua	3	0	1	1	1	2
insectqueen	3	0	1	1	1	2
GoldenBlitz.	3	0	1	1	1	2
NothingToLose	3	0	1	1	1	2
JohnnyGenzale	3	0	1	1	2	1
lrad070142	3	0	1	1	1	2
habilgerbil	3	0	1	1	2	1
Fucka	3	0	1	1	2	1
Desert Island	3	0	0	0	2	1
Hippie	3	0	1	1	1	2
Flyer6	3	0	1	1	2	1
Slicjay	3	0	1	1	3	0
trixy2	3	0	1	1	1	2
Thyrsos2	3	0	1	1	1	2
Aretha	3	0	1	1	1	2
jenny.persson	3	0	0	0	1	2
otecknadversion	3	0	1	1	1	2
LadyMystica	3	0	1	1	1	2
Kamora	3	0	1	1	1	2
waremblem	3	0	1	1	1	2
TexasTiger	3	0	1	1	2	1
Man.down	3	0	1	1	1	2
orangelol	3	0	0.75	0.75	1	2
hashish-boy	3	0	1	1	1	2
Frispel2	3	0	1	1	1	2
Mystiqe	3	0	0	0	1	2
falaxard	3	0	1	1	3	0
Solvargen	3	0	1	1	1	2
durrutti	3	0	1	1	1	2
jagedu	3	0	1	1	1	2
Burken	3	0	1	1	1	2
Strumpebandssnoken	3	0	1	1	3	0
Naravodomok	3	0	1	1	1	2
Dystopikern	3	0	1	1	2	1
nikolateslaghost	3	0	1	1	1	2
ProDeo	3	0	1	1	1	2
haexkvast	3	0	1	1	1	2
MarabouMercenary	3	0	1	1	1	2
trtrtrtr	3	0	1	1	1	2
Skuggvarelse	3	0	1	1	2	1
Linkinparkv23	3	0	1	1	1	2
Big_Cohones	3	0	1	1	1	2
Bengt-Bedrups-hatt	3	0	1	1	1	2
corv1	3	0	1	1	2	1
techradar	3	0	1	1	1	2
TheKeyboardWarrior	3	0	1	1	2	1
Evropa	3	0	1	1	1	2
hustlerinc	3	0	1	1	1	2
Xunder	3	0	0	0	1	2
Neandertal	3	0	1	1	2	1
torrenttobbe	3	0	1	1	1	2
Fyndigt	3	0	1	1	1	2
StraightToHail	3	0	1	1	1	2
Rosiko	3	0	1	1	1	2
AQUABOI	3	0	0	0	1	2
Zugabe	3	0	1	1	1	2
OleYeller	3	0	1	1	2	1
OrangePick	3	0	1	1	1	2
caeco	3	0	1	1	1	2
Quwaesad177	3	0	0	0	1	2
Frans-Jaeger	3	0	1	1	2	1
Dr.Dzerzhinsky	3	0	1	1	1	2
Stroehmer	3	0	1	1	2	1
Tesco	3	0	1	1	2	1
Fred-Asp	3	0	0	0	1	2
Gene Wilder	3	0	1	1	1	2
vera.o	3	0	1	1	2	1
Javalang	3	0	1	1	1	2
Dirrtyfingers	3	0	0.25	0.25	1	2
MPGTN	3	0	1	1	2	1
Blixtmannen	3	0	1	1	1	2
schipperke77	3	0	1	1	1	2
George-in-tha-Bush	3	0	1	1	1	2
ortiz	3	0	1	1	1	2
pelle49	3	0	1	1	1	2
Golden.Ration	3	0	0	0	1	2
Polyklorfenol	3	0	1	1	2	1
donaukind	3	0	0	0	2	1
Tagganer	3	0	1	1	2	1
icefrontier76	3	0	1	1	1	2
Thejock	3	0	0	0	1	2
Minipax	3	0	1	1	2	1
Blåtå	3	0	1	1	1	2
88nu	3	0	1	1	1	2
Knasen2k	3	0	1	1	1	2
HydeII	3	0	1	1	1	2
DaGoose	3	0	1	1	1	2
Theomania	3	0	1	1	1	2
YingYang-	3	0	1	1	1	2
IGotAGoldenTicket	3	0	1	1	1	2
Svart.Karisma	3	0	1	1	1	2
BottleBender	3	0	1	1	2	1
Quipu	3	0	1	1	1	2
wishyouwerehere	3	0	1	1	1	2
Snobb	3	0	0.25	0.25	1	2
SweClan	3	0	1	1	1	2
black-swan	3	0	1	1	1	2
Bythewayimdead	3	0	1	1	2	1
ElCampeador	3	0	1	1	2	1
Superlistig	3	0	0	0	1	2
BuprenOrvar	3	0	1	1	2	1
wxUeHeKQ	3	0	1	1	1	2
LilithSkovde	3	0	1	1	2	1
YouGotta	3	0	1	1	2	1
SmartSvenk	3	0	0	0	1	2
GoMute	3	0	1	1	2	1
Gallacher	3	0	1	1	2	1
SoderortFTW	3	0	0	0	1	2
deepsilent	3	0	1	1	1	2
Ernst.Hugo	3	0	0	0	1	2
joejjeman	3	0	1	1	1	2
arbeteochbostad	3	0	1	1	1	2
Leipzig	3	0	1	1	1	2
lagu2653	3	0	1	1	1	2
